,REF_DATE,GEO,DGUID,Month of death,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2512,1997-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, August",Number of deaths,Number,223,units,0,v21216658,13.9.1,21.0,,,t,0
2513,1997-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216659,13.9.2,8.1,,,t,1
2514,1997-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, September",Number of deaths,Number,223,units,0,v21216660,13.10.1,12.0,,,t,0
2515,1997-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216661,13.10.2,4.7,,,t,1
2516,1997-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, October",Number of deaths,Number,223,units,0,v21216662,13.11.1,15.0,,,t,0
2517,1997-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216663,13.11.2,5.8,,,t,1
2518,1997-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, November",Number of deaths,Number,223,units,0,v21216664,13.12.1,23.0,,,t,0
2519,1997-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216665,13.12.2,8.9,,,t,1
2520,1997-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, December",Number of deaths,Number,223,units,0,v21216666,13.13.1,25.0,,,t,0
2521,1997-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216667,13.13.2,9.7,,,t,1
2522,1997-01-01,Unknown province or territory of residence,,"Total, month of death",Number of deaths,Number,223,units,0,v21216720,16.1.1,0.0,,,,0
2523,1997-01-01,Unknown province or territory of residence,,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216721,16.1.2,0.0,,,,1
2524,1997-01-01,Unknown province or territory of residence,,"Month of death, January",Number of deaths,Number,223,units,0,v21216722,16.2.1,0.0,,,,0
2525,1997-01-01,Unknown province or territory of residence,,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216723,16.2.2,0.0,,,,1
2526,1997-01-01,Unknown province or territory of residence,,"Month of death, February",Number of deaths,Number,223,units,0,v21216724,16.3.1,0.0,,,,0
2527,1997-01-01,Unknown province or territory of residence,,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216725,16.3.2,0.0,,,,1
2528,1997-01-01,Unknown province or territory of residence,,"Month of death, March",Number of deaths,Number,223,units,0,v21216726,16.4.1,0.0,,,,0
2529,1997-01-01,Unknown province or territory of residence,,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216727,16.4.2,0.0,,,,1
2530,1997-01-01,Unknown province or territory of residence,,"Month of death, April",Number of deaths,Number,223,units,0,v21216728,16.5.1,0.0,,,,0
2531,1997-01-01,Unknown province or territory of residence,,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216729,16.5.2,0.0,,,,1
2532,1997-01-01,Unknown province or territory of residence,,"Month of death, May",Number of deaths,Number,223,units,0,v21216730,16.6.1,0.0,,,,0
2533,1997-01-01,Unknown province or territory of residence,,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216731,16.6.2,0.0,,,,1
2534,1997-01-01,Unknown province or territory of residence,,"Month of death, June",Number of deaths,Number,223,units,0,v21216732,16.7.1,0.0,,,,0
2535,1997-01-01,Unknown province or territory of residence,,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216733,16.7.2,0.0,,,,1
2536,1997-01-01,Unknown province or territory of residence,,"Month of death, July",Number of deaths,Number,223,units,0,v21216734,16.8.1,0.0,,,,0
2537,1997-01-01,Unknown province or territory of residence,,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216735,16.8.2,0.0,,,,1
2538,1997-01-01,Unknown province or territory of residence,,"Month of death, August",Number of deaths,Number,223,units,0,v21216736,16.9.1,0.0,,,,0
2539,1997-01-01,Unknown province or territory of residence,,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216737,16.9.2,0.0,,,,1
2540,1997-01-01,Unknown province or territory of residence,,"Month of death, September",Number of deaths,Number,223,units,0,v21216738,16.10.1,0.0,,,,0
2541,1997-01-01,Unknown province or territory of residence,,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216739,16.10.2,0.0,,,,1
2542,1997-01-01,Unknown province or territory of residence,,"Month of death, October",Number of deaths,Number,223,units,0,v21216740,16.11.1,0.0,,,,0
2543,1997-01-01,Unknown province or territory of residence,,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216741,16.11.2,0.0,,,,1
2544,1997-01-01,Unknown province or territory of residence,,"Month of death, November",Number of deaths,Number,223,units,0,v21216742,16.12.1,0.0,,,,0
2545,1997-01-01,Unknown province or territory of residence,,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216743,16.12.2,0.0,,,,1
2546,1997-01-01,Unknown province or territory of residence,,"Month of death, December",Number of deaths,Number,223,units,0,v21216744,16.13.1,0.0,,,,0
2547,1997-01-01,Unknown province or territory of residence,,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216745,16.13.2,0.0,,,,1
2548,1998-01-01,"Canada, place of residence",2016A000011124,"Total, month of death",Number of deaths,Number,223,units,0,v21216330,1.1.1,218091.0,,,,0
2549,1998-01-01,"Canada, place of residence",2016A000011124,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216331,1.1.2,100.0,,,,1
2550,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, January",Number of deaths,Number,223,units,0,v21216332,1.2.1,20578.0,,,,0
2551,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216333,1.2.2,9.4,,,,1
2552,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, February",Number of deaths,Number,223,units,0,v21216334,1.3.1,20015.0,,,,0
2553,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216335,1.3.2,9.2,,,,1
2554,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, March",Number of deaths,Number,223,units,0,v21216336,1.4.1,21144.0,,,,0
2555,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216337,1.4.2,9.7,,,,1
2556,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, April",Number of deaths,Number,223,units,0,v21216338,1.5.1,17706.0,,,,0
2557,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216339,1.5.2,8.1,,,,1
2558,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, May",Number of deaths,Number,223,units,0,v21216340,1.6.1,17673.0,,,,0
2559,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216341,1.6.2,8.1,,,,1
2560,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, June",Number of deaths,Number,223,units,0,v21216342,1.7.1,16565.0,,,,0
2561,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216343,1.7.2,7.6,,,,1
2562,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, July",Number of deaths,Number,223,units,0,v21216344,1.8.1,16866.0,,,,0
2563,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216345,1.8.2,7.7,,,,1
2564,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, August",Number of deaths,Number,223,units,0,v21216346,1.9.1,16763.0,,,,0
2565,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216347,1.9.2,7.7,,,,1
2566,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, September",Number of deaths,Number,223,units,0,v21216348,1.10.1,16318.0,,,,0
2567,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216349,1.10.2,7.5,,,,1
2568,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, October",Number of deaths,Number,223,units,0,v21216350,1.11.1,17730.0,,,,0
2569,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216351,1.11.2,8.1,,,,1
2570,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, November",Number of deaths,Number,223,units,0,v21216352,1.12.1,17672.0,,,,0
2571,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216353,1.12.2,8.1,,,,1
2572,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, December",Number of deaths,Number,223,units,0,v21216354,1.13.1,19061.0,,,,0
2573,1998-01-01,"Canada, place of residence",2016A000011124,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216355,1.13.2,8.7,,,,1
2574,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Total, month of death",Number of deaths,Number,223,units,0,v21216356,2.1.1,4230.0,,,,0
2575,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216357,2.1.2,100.0,,,,1
2576,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, January",Number of deaths,Number,223,units,0,v21216358,2.2.1,386.0,,,,0
2577,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216359,2.2.2,9.1,,,,1
2578,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, February",Number of deaths,Number,223,units,0,v21216360,2.3.1,351.0,,,,0
2579,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216361,2.3.2,8.3,,,,1
2580,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, March",Number of deaths,Number,223,units,0,v21216362,2.4.1,497.0,,,,0
2581,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216363,2.4.2,11.7,,,,1
2582,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, April",Number of deaths,Number,223,units,0,v21216364,2.5.1,388.0,,,,0
2583,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216365,2.5.2,9.2,,,,1
2584,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, May",Number of deaths,Number,223,units,0,v21216366,2.6.1,340.0,,,,0
2585,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216367,2.6.2,8.0,,,,1
2586,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, June",Number of deaths,Number,223,units,0,v21216368,2.7.1,323.0,,,,0
2587,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216369,2.7.2,7.6,,,,1
2588,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, July",Number of deaths,Number,223,units,0,v21216370,2.8.1,318.0,,,,0
2589,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216371,2.8.2,7.5,,,,1
2590,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, August",Number of deaths,Number,223,units,0,v21216372,2.9.1,301.0,,,,0
2591,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216373,2.9.2,7.1,,,,1
2592,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, September",Number of deaths,Number,223,units,0,v21216374,2.10.1,298.0,,,,0
2593,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216375,2.10.2,7.0,,,,1
2594,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, October",Number of deaths,Number,223,units,0,v21216376,2.11.1,331.0,,,,0
2595,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216377,2.11.2,7.8,,,,1
2596,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, November",Number of deaths,Number,223,units,0,v21216378,2.12.1,341.0,,,,0
2597,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216379,2.12.2,8.1,,,,1
2598,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, December",Number of deaths,Number,223,units,0,v21216380,2.13.1,356.0,,,,0
2599,1998-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216381,2.13.2,8.4,,,,1
2600,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Total, month of death",Number of deaths,Number,223,units,0,v21216382,3.1.1,1207.0,,,,0
2601,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216383,3.1.2,100.0,,,,1
2602,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, January",Number of deaths,Number,223,units,0,v21216384,3.2.1,118.0,,,,0
2603,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216385,3.2.2,9.8,,,,1
2604,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, February",Number of deaths,Number,223,units,0,v21216386,3.3.1,96.0,,,,0
2605,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216387,3.3.2,8.0,,,,1
2606,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, March",Number of deaths,Number,223,units,0,v21216388,3.4.1,149.0,,,,0
2607,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216389,3.4.2,12.3,,,,1
2608,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, April",Number of deaths,Number,223,units,0,v21216390,3.5.1,110.0,,,,0
2609,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216391,3.5.2,9.1,,,,1
2610,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, May",Number of deaths,Number,223,units,0,v21216392,3.6.1,97.0,,,,0
2611,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216393,3.6.2,8.0,,,,1
2612,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, June",Number of deaths,Number,223,units,0,v21216394,3.7.1,92.0,,,,0
2613,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216395,3.7.2,7.6,,,,1
2614,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, July",Number of deaths,Number,223,units,0,v21216396,3.8.1,83.0,,,,0
2615,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216397,3.8.2,6.9,,,,1
2616,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, August",Number of deaths,Number,223,units,0,v21216398,3.9.1,88.0,,,,0
2617,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216399,3.9.2,7.3,,,,1
2618,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, September",Number of deaths,Number,223,units,0,v21216400,3.10.1,85.0,,,,0
2619,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216401,3.10.2,7.0,,,,1
2620,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, October",Number of deaths,Number,223,units,0,v21216402,3.11.1,99.0,,,,0
2621,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216403,3.11.2,8.2,,,,1
2622,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, November",Number of deaths,Number,223,units,0,v21216404,3.12.1,86.0,,,,0
2623,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216405,3.12.2,7.1,,,,1
2624,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, December",Number of deaths,Number,223,units,0,v21216406,3.13.1,104.0,,,,0
2625,1998-01-01,"Prince Edward Island, place of residence",2016A000211,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216407,3.13.2,8.6,,,,1
2626,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Total, month of death",Number of deaths,Number,223,units,0,v21216408,4.1.1,8068.0,,,,0
2627,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216409,4.1.2,100.0,,,,1
2628,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, January",Number of deaths,Number,223,units,0,v21216410,4.2.1,693.0,,,,0
2629,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216411,4.2.2,8.6,,,,1
2630,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, February",Number of deaths,Number,223,units,0,v21216412,4.3.1,662.0,,,,0
2631,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216413,4.3.2,8.2,,,,1
2632,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, March",Number of deaths,Number,223,units,0,v21216414,4.4.1,988.0,,,,0
2633,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216415,4.4.2,12.2,,,,1
2634,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, April",Number of deaths,Number,223,units,0,v21216416,4.5.1,687.0,,,,0
2635,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216417,4.5.2,8.5,,,,1
2636,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, May",Number of deaths,Number,223,units,0,v21216418,4.6.1,613.0,,,,0
2637,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216419,4.6.2,7.6,,,,1
2638,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, June",Number of deaths,Number,223,units,0,v21216420,4.7.1,614.0,,,,0
2639,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216421,4.7.2,7.6,,,,1
2640,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, July",Number of deaths,Number,223,units,0,v21216422,4.8.1,639.0,,,,0
2641,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216423,4.8.2,7.9,,,,1
2642,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, August",Number of deaths,Number,223,units,0,v21216424,4.9.1,575.0,,,,0
2643,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216425,4.9.2,7.1,,,,1
2644,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, September",Number of deaths,Number,223,units,0,v21216426,4.10.1,593.0,,,,0
2645,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216427,4.10.2,7.4,,,,1
2646,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, October",Number of deaths,Number,223,units,0,v21216428,4.11.1,638.0,,,,0
2647,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216429,4.11.2,7.9,,,,1
2648,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, November",Number of deaths,Number,223,units,0,v21216430,4.12.1,677.0,,,,0
2649,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216431,4.12.2,8.4,,,,1
2650,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, December",Number of deaths,Number,223,units,0,v21216432,4.13.1,689.0,,,,0
2651,1998-01-01,"Nova Scotia, place of residence",2016A000212,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216433,4.13.2,8.5,,,,1
2652,1998-01-01,"New Brunswick, place of residence",2016A000213,"Total, month of death",Number of deaths,Number,223,units,0,v21216434,5.1.1,6305.0,,,,0
2653,1998-01-01,"New Brunswick, place of residence",2016A000213,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216435,5.1.2,100.0,,,,1
2654,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, January",Number of deaths,Number,223,units,0,v21216436,5.2.1,581.0,,,,0
2655,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216437,5.2.2,9.2,,,,1
2656,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, February",Number of deaths,Number,223,units,0,v21216438,5.3.1,589.0,,,,0
2657,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216439,5.3.2,9.3,,,,1
2658,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, March",Number of deaths,Number,223,units,0,v21216440,5.4.1,610.0,,,,0
2659,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216441,5.4.2,9.7,,,,1
2660,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, April",Number of deaths,Number,223,units,0,v21216442,5.5.1,515.0,,,,0
2661,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216443,5.5.2,8.2,,,,1
2662,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, May",Number of deaths,Number,223,units,0,v21216444,5.6.1,545.0,,,,0
2663,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216445,5.6.2,8.6,,,,1
2664,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, June",Number of deaths,Number,223,units,0,v21216446,5.7.1,511.0,,,,0
2665,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216447,5.7.2,8.1,,,,1
2666,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, July",Number of deaths,Number,223,units,0,v21216448,5.8.1,455.0,,,,0
2667,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216449,5.8.2,7.2,,,,1
2668,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, August",Number of deaths,Number,223,units,0,v21216450,5.9.1,458.0,,,,0
2669,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216451,5.9.2,7.3,,,,1
2670,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, September",Number of deaths,Number,223,units,0,v21216452,5.10.1,458.0,,,,0
2671,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216453,5.10.2,7.3,,,,1
2672,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, October",Number of deaths,Number,223,units,0,v21216454,5.11.1,504.0,,,,0
2673,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216455,5.11.2,8.0,,,,1
2674,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, November",Number of deaths,Number,223,units,0,v21216456,5.12.1,526.0,,,,0
2675,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216457,5.12.2,8.3,,,,1
2676,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, December",Number of deaths,Number,223,units,0,v21216458,5.13.1,553.0,,,,0
2677,1998-01-01,"New Brunswick, place of residence",2016A000213,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216459,5.13.2,8.8,,,,1
2678,1998-01-01,"Quebec, place of residence",2016A000224,"Total, month of death",Number of deaths,Number,223,units,0,v21216460,6.1.1,54181.0,,,,0
2679,1998-01-01,"Quebec, place of residence",2016A000224,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216461,6.1.2,100.0,,,,1
2680,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, January",Number of deaths,Number,223,units,0,v21216462,6.2.1,5797.0,,,,0
2681,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216463,6.2.2,10.7,,,,1
2682,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, February",Number of deaths,Number,223,units,0,v21216464,6.3.1,5045.0,,,,0
2683,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216465,6.3.2,9.3,,,,1
2684,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, March",Number of deaths,Number,223,units,0,v21216466,6.4.1,4946.0,,,,0
2685,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216467,6.4.2,9.1,,,,1
2686,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, April",Number of deaths,Number,223,units,0,v21216468,6.5.1,4261.0,,,,0
2687,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216469,6.5.2,7.9,,,,1
2688,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, May",Number of deaths,Number,223,units,0,v21216470,6.6.1,4420.0,,,,0
2689,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216471,6.6.2,8.2,,,,1
2690,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, June",Number of deaths,Number,223,units,0,v21216472,6.7.1,4116.0,,,,0
2691,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216473,6.7.2,7.6,,,,1
2692,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, July",Number of deaths,Number,223,units,0,v21216474,6.8.1,4196.0,,,,0
2693,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216475,6.8.2,7.7,,,,1
2694,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, August",Number of deaths,Number,223,units,0,v21216476,6.9.1,4180.0,,,,0
2695,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216477,6.9.2,7.7,,,,1
2696,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, September",Number of deaths,Number,223,units,0,v21216478,6.10.1,3946.0,,,,0
